date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
4/28/2022,AD,0,0,,,41349,153,,
4/29/2022,AD,0,0,,,41349,153,,
4/30/2022,AD,0,0,,,41349,153,,
5/1/2022,AD,0,0,,,41349,153,,
5/2/2022,AD,0,0,,,41349,153,,
5/3/2022,AD,368,0,,,41717,153,,
5/4/2022,AD,0,0,,,41717,153,,
5/5/2022,AD,0,0,,,41717,153,,
5/6/2022,AD,0,0,,,41717,153,,
5/7/2022,AD,0,0,,,41717,153,,
5/8/2022,AD,0,0,,,41717,153,,
5/9/2022,AD,0,0,,,41717,153,,
5/10/2022,AD,0,0,,,41717,153,,
5/11/2022,AD,439,0,,,42156,153,,
5/12/2022,AD,0,0,,,42156,153,,
5/13/2022,AD,0,0,,,42156,153,,
5/14/2022,AD,0,0,,,42156,153,,
5/15/2022,AD,0,0,,,42156,153,,
5/16/2022,AD,0,0,,,42156,153,,
5/17/2022,AD,416,0,,,42572,153,,
5/18/2022,AD,0,0,,,42572,153,,
5/19/2022,AD,0,0,,,42572,153,,
5/20/2022,AD,0,0,,,42572,153,,
5/21/2022,AD,0,0,,,42572,153,,
5/22/2022,AD,0,0,,,42572,153,,
5/23/2022,AD,0,0,,,42572,153,,
5/24/2022,AD,322,0,,,42894,153,,
5/25/2022,AD,0,0,,,42894,153,,
5/26/2022,AD,0,0,,,42894,153,,
5/27/2022,AD,0,0,,,42894,153,,
5/28/2022,AD,0,0,,,42894,153,,
5/29/2022,AD,0,0,,,42894,153,,
5/30/2022,AD,0,0,,,42894,153,,
5/31/2022,AD,0,0,,,42894,153,,
6/1/2022,AD,173,0,,,43067,153,,
6/2/2022,AD,0,0,,,43067,153,,
6/3/2022,AD,0,0,,,43067,153,,
6/4/2022,AD,0,0,,,43067,153,,
6/5/2022,AD,0,0,,,43067,153,,
6/6/2022,AD,0,0,,,43067,153,,
6/7/2022,AD,157,0,,,43224,153,,
6/8/2022,AD,0,0,,,43224,153,,
6/9/2022,AD,0,0,,,43224,153,,
6/10/2022,AD,0,0,,,43224,153,,
6/11/2022,AD,0,0,,,43224,153,,
6/12/2022,AD,0,0,,,43224,153,,
6/13/2022,AD,0,0,,,43224,153,,
6/14/2022,AD,225,0,,,43449,153,,
6/15/2022,AD,0,0,,,43449,153,,
6/16/2022,AD,0,0,,,43449,153,,
6/17/2022,AD,0,0,,,43449,153,,
6/18/2022,AD,0,0,,,43449,153,,
6/19/2022,AD,0,0,,,43449,153,,
6/20/2022,AD,0,0,,,43449,153,,
6/21/2022,AD,0,0,,,43449,153,,
6/22/2022,AD,325,0,,,43774,153,,
6/23/2022,AD,0,0,,,43774,153,,
6/24/2022,AD,0,0,,,43774,153,,
6/25/2022,AD,0,0,,,43774,153,,
6/26/2022,AD,0,0,,,43774,153,,
6/27/2022,AD,0,0,,,43774,153,,
6/28/2022,AD,0,0,,,43774,153,,
6/29/2022,AD,403,0,,,44177,153,,
6/30/2022,AD,0,0,,,44177,153,,
7/1/2022,AD,0,0,,,44177,153,,
7/2/2022,AD,0,0,,,44177,153,,
7/3/2022,AD,0,0,,,44177,153,,
7/4/2022,AD,0,0,,,44177,153,,
7/5/2022,AD,494,0,,,44671,153,,
7/6/2022,AD,0,0,,,44671,153,,
7/7/2022,AD,0,0,,,44671,153,,
7/8/2022,AD,0,0,,,44671,153,,
7/9/2022,AD,0,0,,,44671,153,,
7/10/2022,AD,0,0,,,44671,153,,
7/11/2022,AD,390,0,,,45061,153,,
7/12/2022,AD,0,0,,,45061,153,,
7/13/2022,AD,0,0,,,45061,153,,
7/14/2022,AD,0,0,,,45061,153,,
7/15/2022,AD,0,0,,,45061,153,,
7/16/2022,AD,0,0,,,45061,153,,
7/17/2022,AD,0,0,,,45061,153,,
7/18/2022,AD,0,0,,,45061,153,,
7/19/2022,AD,265,0,,,45326,153,,
7/20/2022,AD,0,0,,,45326,153,,
7/21/2022,AD,0,0,,,45326,153,,
7/22/2022,AD,0,0,,,45326,153,,
7/23/2022,AD,0,0,,,45326,153,,
7/24/2022,AD,0,0,,,45326,153,,
7/25/2022,AD,0,0,,,45326,153,,
7/26/2022,AD,182,0,,,45508,153,,
7/27/2022,AD,0,0,,,45508,153,,
7/28/2022,AD,0,0,,,45508,153,,
7/29/2022,AD,0,0,,,45508,153,,
7/30/2022,AD,0,0,,,45508,153,,
7/31/2022,AD,0,0,,,45508,153,,
8/1/2022,AD,0,0,,,45508,153,,
8/2/2022,AD,285,1,,,45793,154,,
8/3/2022,AD,0,0,,,45793,154,,
8/4/2022,AD,0,0,,,45793,154,,
8/5/2022,AD,0,0,,,45793,154,,
8/6/2022,AD,0,0,,,45793,154,,
8/7/2022,AD,0,0,,,45793,154,,
8/8/2022,AD,0,0,,,45793,154,,
8/9/2022,AD,106,0,,,45899,154,,
8/10/2022,AD,0,0,,,45899,154,,
8/11/2022,AD,0,0,,,45899,154,,
8/12/2022,AD,0,0,,,45899,154,,
8/13/2022,AD,0,0,,,45899,154,,
8/14/2022,AD,0,0,,,45899,154,,
8/15/2022,AD,0,0,,,45899,154,,
8/16/2022,AD,76,0,,,45975,154,,
8/17/2022,AD,0,0,,,45975,154,,
8/18/2022,AD,0,0,,,45975,154,,
8/19/2022,AD,0,0,,,45975,154,,
8/20/2022,AD,0,0,,,45975,154,,
8/21/2022,AD,0,0,,,45975,154,,
8/22/2022,AD,0,0,,,45975,154,,
8/23/2022,AD,52,0,,,46027,154,,
8/24/2022,AD,0,0,,,46027,154,,
8/25/2022,AD,0,0,,,46027,154,,
8/26/2022,AD,0,0,,,46027,154,,
8/27/2022,AD,0,0,,,46027,154,,
8/28/2022,AD,0,0,,,46027,154,,
8/29/2022,AD,0,0,,,46027,154,,
8/30/2022,AD,0,0,,,46027,154,,
8/31/2022,AD,0,0,,,46027,154,,
9/1/2022,AD,0,0,,,46027,154,,
9/2/2022,AD,0,0,,,46027,154,,
9/3/2022,AD,0,0,,,46027,154,,
9/4/2022,AD,0,0,,,46027,154,,
9/5/2022,AD,0,0,,,46027,154,,
9/6/2022,AD,86,1,,,46113,155,,
9/7/2022,AD,0,0,,,46113,155,,
9/8/2022,AD,0,0,,,46113,155,,
9/9/2022,AD,0,0,,,46113,155,,
9/10/2022,AD,0,0,,,46113,155,,
9/11/2022,AD,0,0,,,46113,155,,
9/12/2022,AD,0,0,,,46113,155,,
9/13/2022,AD,34,0,,,46147,155,,
1/1/2020,AE,0,0,,,0,0,,
1/2/2020,AE,0,0,,,0,0,,
1/3/2020,AE,0,0,,,0,0,,
1/4/2020,AE,0,0,,,0,0,,
1/5/2020,AE,0,0,,,0,0,,
1/6/2020,AE,0,0,,,0,0,,
1/7/2020,AE,0,0,,,0,0,,
1/8/2020,AE,0,0,,,0,0,,
1/9/2020,AE,0,0,,,0,0,,
1/10/2020,AE,0,0,,,0,0,,
1/11/2020,AE,0,0,,,0,0,,
1/12/2020,AE,0,0,,,0,0,,
1/13/2020,AE,0,0,,,0,0,,
1/14/2020,AE,0,0,,,0,0,,
1/15/2020,AE,0,0,,,0,0,,
1/16/2020,AE,0,0,,,0,0,,
1/17/2020,AE,0,0,,,0,0,,
1/18/2020,AE,0,0,,,0,0,,
1/19/2020,AE,0,0,,,0,0,,
1/20/2020,AE,0,0,,,0,0,,
1/21/2020,AE,0,0,,,0,0,,
1/22/2020,AE,0,0,,,0,0,,
1/23/2020,AE,0,0,,,0,0,,
1/24/2020,AE,0,0,,,0,0,,
1/25/2020,AE,0,0,,,0,0,,
1/26/2020,AE,0,0,,,0,0,,
1/27/2020,AE,8,0,,,8,0,,
1/28/2020,AE,0,0,,75,8,0,,75
1/29/2020,AE,0,0,,,8,0,,
1/30/2020,AE,1,0,,,9,0,,
1/31/2020,AE,0,0,,183,9,0,,258
2/1/2020,AE,0,0,,,9,0,,
2/2/2020,AE,0,0,,,9,0,,
2/3/2020,AE,0,0,,,9,0,,
2/4/2020,AE,0,0,,,9,0,,
2/5/2020,AE,0,0,,,9,0,,
2/6/2020,AE,2,0,,,11,0,,
2/7/2020,AE,0,0,,574,11,0,,832
2/8/2020,AE,1,0,,1360,12,0,,2192
2/9/2020,AE,0,0,,437,12,0,,2629
2/10/2020,AE,0,0,,,12,0,,
2/11/2020,AE,0,0,,,12,0,,
2/12/2020,AE,0,0,,,12,0,,
2/13/2020,AE,0,0,,306,12,0,,2935
2/14/2020,AE,1,0,,,13,0,,
2/15/2020,AE,0,0,,2107,13,0,,5042
2/16/2020,AE,0,0,,,13,0,,
2/17/2020,AE,0,0,,1651,13,0,,6693
2/18/2020,AE,0,0,,,13,0,,
2/19/2020,AE,2,0,,,15,0,,
2/20/2020,AE,2,0,,2201,17,0,,8894
2/21/2020,AE,0,0,,4096,17,0,,12990
2/22/2020,AE,0,0,,,17,0,,
2/23/2020,AE,0,0,,,17,0,,
2/24/2020,AE,0,0,,,17,0,,
2/25/2020,AE,6,0,,,23,0,,
2/26/2020,AE,0,0,,1325,23,0,,14315
2/27/2020,AE,0,0,,8606,23,0,,22921
2/28/2020,AE,2,0,,,25,0,,
2/29/2020,AE,0,0,,,25,0,,
3/1/2020,AE,6,0,,,31,0,,
3/2/2020,AE,0,0,,2113,31,0,,25034
3/3/2020,AE,0,0,,12724,31,0,,37758
3/4/2020,AE,18,0,,,49,0,,
3/5/2020,AE,0,0,,10753,49,0,,48511
3/6/2020,AE,0,0,,4480,49,0,,52991
3/7/2020,AE,14,0,,,63,0,,
3/8/2020,AE,15,0,,6949,78,0,,59940
3/9/2020,AE,0,0,,3618,78,0,,63558
3/10/2020,AE,11,0,,,89,0,,
3/11/2020,AE,0,0,,9973,89,0,,73531
3/12/2020,AE,0,0,,,89,0,,
3/13/2020,AE,13,0,,10040,102,0,,83571
3/14/2020,AE,0,0,,6616,102,0,,90187
3/15/2020,AE,0,0,,,102,0,,
3/16/2020,AE,15,0,,10525,117,0,,100712
3/17/2020,AE,23,0,,,140,0,,
3/18/2020,AE,0,0,,13857,140,0,,114569
3/19/2020,AE,0,2,,,140,2,,
3/20/2020,AE,13,0,,12706,153,2,,127275
3/21/2020,AE,45,0,,,198,2,,
3/22/2020,AE,50,0,,16748,248,2,,144023
3/23/2020,AE,85,0,,9093,333,2,,153116
3/24/2020,AE,0,0,,9536,333,2,,162652
3/25/2020,AE,0,0,,,333,2,,
3/26/2020,AE,72,0,,18882,405,2,,181534
3/27/2020,AE,63,0,,8216,468,2,,189750
3/28/2020,AE,102,1,,9098,570,3,,198848
3/29/2020,AE,94,3,,7694,664,6,,206542
3/30/2020,AE,0,0,,13458,664,6,,220000
3/31/2020,AE,150,2,,20480,814,8,,240480
4/1/2020,AE,210,0,,22433,1024,8,,262913
4/2/2020,AE,240,1,,31402,1264,9,,294315
4/3/2020,AE,241,1,,39950,1505,10,,334265
4/4/2020,AE,294,0,,58348,1799,10,,392613
4/5/2020,AE,277,1,,39870,2076,11,,432483
4/6/2020,AE,283,1,,58294,2359,12,,490777
4/7/2020,AE,300,0,,48418,2659,12,,539195
4/8/2020,AE,331,2,,40000,2990,14,,579195
4/9/2020,AE,370,2,,49000,3360,16,,628195
4/10/2020,AE,376,4,,20000,3736,20,,648195
4/11/2020,AE,387,2,,22000,4123,22,,670195
4/12/2020,AE,398,3,,23380,4521,25,,693575
4/13/2020,AE,412,3,,32000,4933,28,,725575
4/14/2020,AE,432,5,,41425,5365,33,,767000
4/15/2020,AE,460,2,,25000,5825,35,,792000
4/16/2020,AE,477,2,,24000,6302,37,,816000
4/17/2020,AE,0,0,,21806,6302,37,,837806
4/18/2020,AE,479,4,,25795,6781,41,,863601
4/19/2020,AE,484,2,,22807,7265,43,,886408
4/20/2020,AE,490,3,,20165,7755,46,,906573
4/21/2020,AE,483,6,,23053,8238,52,,929626
4/22/2020,AE,518,4,,25506,8756,56,,955132
4/23/2020,AE,525,8,,26274,9281,64,,981406
4/24/2020,AE,532,7,,21984,9813,71,,1003390
4/25/2020,AE,536,5,,25086,10349,76,,1028476
4/26/2020,AE,490,6,,26195,10839,82,,1054671
4/27/2020,AE,541,7,,27905,11380,89,,1082576
4/28/2020,AE,549,9,,26524,11929,98,,1109100
4/29/2020,AE,552,7,,36266,12481,105,,1145366
4/30/2020,AE,557,6,,26677,13038,111,,1172043
5/1/2020,AE,561,8,,18428,13599,119,,1190471
5/2/2020,AE,564,7,,28039,14163,126,,1218510
5/3/2020,AE,567,11,,25231,14730,137,,1243741
5/4/2020,AE,462,9,,33994,15192,146,,1277735
5/5/2020,AE,546,11,,41134,15738,157,,1318869
5/6/2020,AE,502,8,,33153,16240,165,,1352022
5/7/2020,AE,553,9,,29866,16793,174,,1381888
5/8/2020,AE,624,11,,26763,17417,185,,1408651
5/9/2020,AE,781,13,,32597,18198,198,,1441248
5/10/2020,AE,680,3,,34869,18878,201,,1476117
5/11/2020,AE,783,2,,37112,19661,203,,1513229
5/12/2020,AE,725,3,,38477,20386,206,,1551706
5/13/2020,AE,698,2,,35735,21084,208,,1587441
5/14/2020,AE,747,2,,40720,21831,210,,1628161
5/15/2020,AE,796,4,,37844,22627,214,,1666005
5/16/2020,AE,731,6,,38904,23358,220,,1704909
5/17/2020,AE,813,7,,43732,24171,227,,1748641
5/18/2020,AE,892,0,,43993,25063,227,,1792634
5/19/2020,AE,941,6,,50377,26004,233,,1843011
5/20/2020,AE,894,4,,39791,26898,237,,1882802
5/21/2020,AE,994,4,,35686,27892,241,,1918488
5/22/2020,AE,812,3,,41202,28704,244,,1959690
5/23/2020,AE,781,1,,28282,29485,245,,1987972
5/24/2020,AE,822,3,,27540,30307,248,,2015512
5/25/2020,AE,779,5,,38628,31086,253,,2054140
5/26/2020,AE,883,2,,36131,31969,255,,2090271
5/27/2020,AE,563,3,,42624,32532,258,,2132895
5/28/2020,AE,638,2,,37153,33170,260,,2170048
5/29/2020,AE,726,2,,30147,33896,262,,2200195
5/30/2020,AE,661,2,,35037,34557,264,,2235232
5/31/2020,AE,635,2,,41762,35192,266,,2276994
6/1/2020,AE,596,3,,54823,35788,269,,2331817
6/2/2020,AE,571,1,,44241,36359,270,,2376058
6/3/2020,AE,659,3,,52996,37018,273,,2429054
6/4/2020,AE,624,1,,44201,37642,274,,2473255
6/5/2020,AE,626,1,,32679,38268,275,,2505934
6/6/2020,AE,540,1,,37640,38808,276,,2543574
6/7/2020,AE,568,5,,47201,39376,281,,2590775
6/8/2020,AE,528,2,,45378,39904,283,,2636153
6/9/2020,AE,603,1,,44167,40507,284,,2680320
6/10/2020,AE,479,2,,40724,40986,286,,2721044
6/11/2020,AE,513,1,,43013,41499,287,,2764057
6/12/2020,AE,491,1,,27041,41990,288,,2791098
6/13/2020,AE,304,1,,38036,42294,289,,2829134
6/14/2020,AE,342,2,,39887,42636,291,,2869021
6/15/2020,AE,346,2,,40478,42982,293,,2909499
6/16/2020,AE,382,2,,38502,43364,295,,2948001
6/17/2020,AE,388,3,,34364,43752,298,,2982365
6/18/2020,AE,393,2,,48524,44145,300,,3030889
6/19/2020,AE,388,1,,40876,44533,301,,3071765
6/20/2020,AE,392,1,,40956,44925,302,,3112721
6/21/2020,AE,378,1,,44291,45303,303,,3157012
6/22/2020,AE,380,2,,49650,45683,305,,3206662
6/23/2020,AE,450,2,,49152,46133,307,,3255814
6/24/2020,AE,430,1,,52527,46563,308,,3308341
6/25/2020,AE,410,2,,58741,46973,310,,3367082
6/26/2020,AE,387,1,,43551,47360,311,,3410633
6/27/2020,AE,437,2,,63970,47797,313,,3474603
6/28/2020,AE,449,1,,62028,48246,314,,3536631
6/29/2020,AE,421,1,,56177,48667,315,,3592808
6/30/2020,AE,402,1,,54358,49069,316,,3647166
7/1/2020,AE,400,1,,71697,49469,317,,3718863
7/2/2020,AE,672,1,,47930,50141,318,,3766793
7/3/2020,AE,716,3,,28009,50857,321,,3794802
7/4/2020,AE,683,2,,44192,51540,323,,3838994
7/5/2020,AE,528,1,,51430,52068,324,,3890424
7/6/2020,AE,532,2,,49777,52600,326,,3940201
7/7/2020,AE,445,1,,47322,53045,327,,3987523
7/8/2020,AE,532,1,,58504,53577,328,,4046027
7/9/2020,AE,473,2,,50139,54050,330,,4096166
7/10/2020,AE,403,1,,34478,54453,331,,4130644
7/11/2020,AE,401,2,,50325,54854,333,,4180969
7/12/2020,AE,344,1,,34478,55198,334,,4215447
7/13/2020,AE,375,1,,52782,55573,335,,4268229
7/14/2020,AE,275,0,,48534,55848,335,,4316763
7/15/2020,AE,281,0,,48931,56129,335,,4365694
7/16/2020,AE,293,2,,48561,56422,337,,4414255
7/17/2020,AE,289,1,,46950,56711,338,,4461205
7/18/2020,AE,211,1,,47723,56922,339,,4508928
7/19/2020,AE,271,1,,27224,57193,340,,4536152
7/20/2020,AE,305,1,,40050,57498,341,,4576202
7/21/2020,AE,236,1,,47014,57734,342,,4623216
7/22/2020,AE,254,0,,54096,57988,342,,4677312
7/23/2020,AE,261,1,,46965,58249,343,,4724277
7/24/2020,AE,313,0,,52627,58562,343,,4776904
7/25/2020,AE,351,1,,51162,58913,344,,4828066
7/26/2020,AE,264,1,,47229,59177,345,,4875295
7/27/2020,AE,369,2,,43622,59546,347,,4918917
7/28/2020,AE,375,0,,47483,59921,347,,4966400
7/29/2020,AE,302,2,,55257,60223,349,,5021657
7/30/2020,AE,283,2,,54727,60506,351,,5076384
7/31/2020,AE,254,0,,43268,60760,351,,5119652
8/1/2020,AE,239,0,,42428,60999,351,,5162080
8/2/2020,AE,164,0,,27811,61163,351,,5189891
8/3/2020,AE,189,0,,29398,61352,351,,5219289
8/4/2020,AE,254,2,,43369,61606,353,,5262658
8/5/2020,AE,239,1,,50729,61845,354,,5313387
8/6/2020,AE,216,2,,61978,62061,356,,5375365
8/7/2020,AE,239,0,,63792,62300,356,,5439157
8/8/2020,AE,225,1,,61544,62525,357,,5500701
8/9/2020,AE,179,0,,58953,62704,357,,5559654
8/10/2020,AE,262,1,,64110,62966,358,,5623764
8/11/2020,AE,246,0,,72630,63212,358,,5696394
8/12/2020,AE,277,0,,68964,63489,358,,5765358
8/13/2020,AE,330,1,,82344,63819,359,,5847702
8/14/2020,AE,283,2,,77640,64102,361,,5925342
8/15/2020,AE,210,3,,65186,64312,364,,5990528
8/16/2020,AE,229,0,,71322,64541,364,,6061850
8/17/2020,AE,365,2,,59759,64906,366,,6121609